,acc,loss,val_acc,val_loss
0,0.25450000166893005,1.8229568004608154,0.27862104773521423,1.7819056510925293
0,0.2782500088214874,1.7965322732925415,0.29508617520332336,1.7762815952301025
0,0.28725001215934753,1.804179072380066,0.31463852524757385,1.7326958179473877
0,0.3095000088214874,1.739304780960083,0.31438127160072327,1.7016030550003052
0,0.32074999809265137,1.7314563989639282,0.33753538131713867,1.6481573581695557
0,0.3487499952316284,1.6942428350448608,0.3524568974971771,1.63052237033844
0,0.3580000102519989,1.6647342443466187,0.35863134264945984,1.647946834564209
0,0.3557499945163727,1.6520110368728638,0.36995112895965576,1.5767147541046143
0,0.37049999833106995,1.6292364597320557,0.38024184107780457,1.585684895515442
0,0.38324999809265137,1.613607406616211,0.39361974596977234,1.5775337219238281
0,0.3842499852180481,1.6175220012664795,0.39722150564193726,1.5683976411819458
0,0.3779999911785126,1.5822653770446777,0.39336249232292175,1.5298627614974976
0,0.3855000138282776,1.5691992044448853,0.42294830083847046,1.4968591928482056
0,0.40950000286102295,1.5341825485229492,0.42449188232421875,1.5268220901489258
0,0.4257499873638153,1.514482855796814,0.40751221776008606,1.5141444206237793
0,0.41200000047683716,1.5252875089645386,0.4286081790924072,1.440948724746704
0,0.42399999499320984,1.5043971538543701,0.4342680871486664,1.462180733680725
0,0.4282500147819519,1.5037877559661865,0.4368407428264618,1.4400078058242798
0,0.4165000021457672,1.4898467063903809,0.4316954016685486,1.4338397979736328
0,0.42274999618530273,1.4698313474655151,0.431180864572525,1.4514967203140259
0,0.42124998569488525,1.4658437967300415,0.4458451271057129,1.4196200370788574
0,0.4427500069141388,1.436004638671875,0.45021867752075195,1.4017844200134277
0,0.45899999141693115,1.396174669265747,0.4535631537437439,1.3994309902191162
0,0.453000009059906,1.413167953491211,0.44996142387390137,1.4107362031936646
0,0.4490000009536743,1.4305436611175537,0.46694108843803406,1.385090947151184
0,0.4659999907016754,1.4021596908569336,0.45382043719291687,1.3936169147491455
0,0.4505000114440918,1.4203369617462158,0.46308207511901855,1.3746798038482666
0,0.45500001311302185,1.3949925899505615,0.46179571747779846,1.366431474685669
0,0.4505000114440918,1.4009363651275635,0.47851812839508057,1.3556501865386963
0,0.4675000011920929,1.3653826713562012,0.47234371304512024,1.347198486328125
0,0.4872500002384186,1.340814232826233,0.48392075300216675,1.3445380926132202
0,0.4647499918937683,1.3731554746627808,0.4751736521720886,1.3473986387252808
0,0.4675000011920929,1.3626610040664673,0.46977102756500244,1.339747667312622
0,0.4779999852180481,1.3538687229156494,0.47234371304512024,1.3610525131225586
0,0.46775001287460327,1.3559205532073975,0.48777976632118225,1.3289211988449097
0,0.47850000858306885,1.325579047203064,0.48109081387519836,1.3255534172058105
0,0.47975000739097595,1.3481860160827637,0.4921533167362213,1.324210286140442
0,0.4830000102519989,1.3137216567993164,0.4803190231323242,1.32981276512146
0,0.49549999833106995,1.2988759279251099,0.4944687485694885,1.3307384252548218
0,0.4869999885559082,1.3076127767562866,0.4926678538322449,1.3046904802322388
0,0.4907500147819519,1.322363257408142,0.4924106001853943,1.309626817703247
0,0.4959999918937683,1.3118611574172974,0.4898379147052765,1.3053669929504395
0,0.4779999852180481,1.3139039278030396,0.501414954662323,1.319926381111145
0,0.4964999854564667,1.2955901622772217,0.4944687485694885,1.2986646890640259
0,0.48399999737739563,1.2976783514022827,0.49395421147346497,1.2990026473999023
0,0.5012500286102295,1.2677075862884521,0.49421146512031555,1.2965117692947388
0,0.5264999866485596,1.236471176147461,0.49652689695358276,1.302403211593628
0,0.5112500190734863,1.272039532661438,0.4960123598575592,1.309199571609497
0,0.5052499771118164,1.2865005731582642,0.4972986876964569,1.2865912914276123
0,0.5082499980926514,1.2707281112670898,0.5047594308853149,1.2934606075286865
0,0.5034999847412109,1.2881531715393066,0.5042449235916138,1.2801231145858765
0,0.5092499852180481,1.260165810585022,0.5037303566932678,1.2747046947479248
0,0.4997499883174896,1.265345573425293,0.5119629502296448,1.2689799070358276
0,0.5112500190734863,1.2497304677963257,0.49652689695358276,1.295663833618164
0,0.5335000157356262,1.217381477355957,0.5155646800994873,1.282651662826538
0,0.5227500200271606,1.2403753995895386,0.5057885050773621,1.270362138748169
0,0.515749990940094,1.2592713832855225,0.5160792469978333,1.2562729120254517
0,0.518750011920929,1.2381443977355957,0.5083612203598022,1.2673225402832031
0,0.5164999961853027,1.2470992803573608,0.5183946490287781,1.257442593574524
0,0.5205000042915344,1.2269877195358276,0.5111911296844482,1.253197431564331
0,0.5227500200271606,1.2102586030960083,0.5122202038764954,1.2716108560562134
0,0.531000018119812,1.2051632404327393,0.5155646800994873,1.2525122165679932
